"dati.lat","dati.lng"
45.4483367,9.1784104
45.5034611,9.161666
45.4641647,9.1809698
45.4607213,9.1899561
41.6886761,44.8231026
45.461175,9.1894139
45.4666832,9.2085912
45.4807531,9.1986346
45.4709017,9.1228384
45.4895151,9.1875494
45.4759078,9.1836329
45.4963637,9.1409032
45.4792455,9.2090136
45.4675228,9.213219
45.4872463,9.2179756
45.4835646,9.1702621
45.4863661,9.2187889
45.4871601,9.201134
45.4654246,9.2083232
45.4395039,9.1830589
45.4827771,9.2002112
45.4728346,9.2331292
45.481363,9.2050526
45.4655661,9.1985623
45.4722974,9.1955515
45.4818694,9.2062361
45.4621338,9.1904483
45.4797755,9.2107013
45.482232,9.19971
45.4721327,9.1857178
45.4672461,9.1737812
45.4527666,9.2015812
45.484727,9.216662
45.4818597,9.2019932
45.468585,9.181026
45.46678,9.199855
45.5164122,9.245968
45.4604218,9.1546171
45.480688,9.1708377
45.4438083,9.1279425
45.4800017,9.2135672
45.4734807,9.2063011
45.465728,9.1905653
45.4794893,9.1948814
45.4629116,9.1837802
45.4500661,9.1754522
