"V1","V2"
45.4788873,9.1858256
45.4806819,9.1888239
45.4829567,9.1697729
45.458218,9.176127
45.4429842,9.1133853
45.4692104,9.2156192
45.4522164,9.2472975
45.4484683,9.2120351
45.4877252,9.1886004
45.4548032,9.245022
45.448952,9.1643
45.4789971,9.202924
45.4872786,9.1711602
45.4556361,9.1968556
45.4867675,9.1912973
45.4627508,9.2276035
45.4547612,9.1788737
45.456681,9.214724
45.4852438,9.167095
45.4539395,9.1689128
45.4877078,9.1985326
45.4712655,9.1825567
45.471105,9.1686917
45.4338233,9.1854086
45.4512209,9.1712006
45.4548835,9.1692838
45.4726906,9.2083702
45.4789971,9.202924
45.4765803,9.1886278
45.5216945,9.2153382
45.4784212,9.205436
45.4896574,9.1875596
45.4713661,9.1843212
45.4779492,9.2044155
45.503685,9.2453546
45.4753768,9.1886182
45.469007,9.1761602
45.4687156,9.2234217
45.456974,9.2166469
45.4687338,9.1525603
45.481453,9.1777374
45.5104571,9.2189663
45.4528928,9.1835207
45.4520357,9.1776055
45.4454609,9.1640094
45.4670557,9.2226895
45.482232,9.19971
45.4493593,9.2024882
45.4728006,9.1094351
45.4837723,9.2055597
45.4512134,9.1744519
45.4509358,9.1736552
45.4897794,9.1878426
45.44724,9.158829
45.4447629,9.1549189
45.4767623,9.1892339
45.5099297,9.1750765
45.4883163,9.2171374
45.4755686,9.2128544
45.5181453,9.2086105
45.4692104,9.2156192
45.4823158,9.1720538
45.484634,9.164366
45.472443,9.210863
45.4619986,9.2291946
45.4548835,9.1692838
45.4930077,9.2175414
45.4734681,9.2096514
45.4905095,9.1472175
45.4640531,9.2066585
45.4745869,9.207583
45.4810626,9.1748552
45.4900121,9.1904185
45.4483333,9.2055556
45.4821818,9.1677257
45.4752778,9.2063889
45.4641,9.209
45.4524744,9.2010632
45.4548897,9.198501
45.4646499,9.2096611
45.4708238,9.2317532
45.4806685,9.1686025
45.4823596,9.1796749
45.4657078,9.2087947
45.4932932,9.1439535
45.4267547,9.1694256
45.5232508,9.2206744
45.3754302,9.1697216
45.4488455,9.1995805
45.4792455,9.2090136
45.4472841,9.1785191
45.4523926,9.214776
45.4746073,9.2086776
45.4507741,9.1922941
45.4703582,9.2462474
45.448952,9.1643
45.4652778,9.1358333
45.4851654,9.1558861
45.500522,9.1235853
45.4873785,9.2006681
45.4482976,9.2091394
45.4478115,9.2050698
45.487633,9.2183745
45.4824481,9.1969969
45.4522142,9.1762335
45.4658273,9.2075285
45.4531552,9.179636
45.4506214,9.1525113
45.4779492,9.2044155
45.4669254,9.1527907
45.4692104,9.2156192
45.4586944,9.1542716
45.4604218,9.1546171
45.8313851,8.8003723
45.4620816,9.2181157
45.4527666,9.2015812
45.4751437,9.2080846
45.4620318,9.2190562
45.4494046,9.1863031
45.497033,9.175641
45.4422908,9.1885989
45.469485,9.1712826
45.467007,9.144509
45.4862697,9.1645778
45.4805222,9.1462
45.431182,9.1992031
45.4508904,9.2247367
45.4492447,9.1646351
45.4410273,9.1994197
45.4576818,9.1814224
45.481363,9.2050526
45.4454709,9.1767626
45.5156316,9.2257439
45.4852164,9.2310703
45.46212,9.2051585
45.4604218,9.1546171
45.4604218,9.1546171
45.4604218,9.1546171
45.4645589,9.2076381
45.4729291,9.2109392
45.4677293,9.1511216
45.4640865,9.2076508
45.4709687,9.16862
45.4363164,9.2407665
45.4530117,9.1964285
45.4560976,9.1805782
45.4508726,9.1952794
45.5941667,8.9058333
45.447376,9.1549202
45.4809127,9.1890426
45.5019558,9.2431193
45.4963973,9.1814193
45.5003365,9.1707549
45.4488157,9.1979032
45.4835646,9.1702621
45.4741788,9.1945937
45.4777599,9.1989395
45.4191231,9.1793273
45.6174895,9.1998958
45.4674162,9.14736
45.500986,9.1493336
45.469007,9.1761602
45.4783962,9.1880289
45.4559423,9.2049249
45.4654421,9.208358
45.4708387,9.209155
45.4533023,9.1711042
45.4666629,9.2093156
45.4719498,9.2234371
45.4512009,9.171497
45.4338601,9.1782799
45.4417575,9.1747418
45.4396149,9.1542171
45.4863661,9.2187889
45.4878656,9.1309458
45.4667529,9.1458601
45.502888,9.2390602
45.4052229,9.0117899
45.4481174,9.1626061
45.4527313,9.1756197
45.4458873,8.6179278
45.467585,9.172307
45.6262844,9.0170661
45.4489831,9.2080626
45.487427,9.2172745
45.4518502,9.1508399
45.4534276,9.1579682
45.488336,9.204147
45.496998,9.16928
45.4660813,9.1512506
45.4771906,9.2061981
47.7292397,1.03103492
45.4823887,9.2013496
45.4666316,9.1518322
45.4921338,9.2686538
45.4945488,9.1847572
45.4517217,9.1753832
45.4561021,9.1697286
45.4812261,9.172321
45.4680209,9.1513934
45.4430949,9.2126581
45.4683333,9.2072222
45.4457914,9.128009
45.4754512,9.148263
45.501542,9.1782431
45.4286527,9.1712448
45.4695032,9.1562155
45.5185951,9.1671363
45.4846033,9.2461642
45.480624,9.17549
45.8,9.1844444
45.4877726,9.2039494
45.4640531,9.2066585
45.45518,9.123251
45.471226,9.228902
45.4789205,9.2047932
45.509457,9.2235278
45.4773465,9.1969966
45.5915185,9.1740195
45.4482117,9.1795063
45.4793314,9.1644289
45.4682816,9.1518411
45.5015716,9.1825646
45.4895608,9.1889212
45.4810885,9.2088864
45.4604218,9.1546171
45.4902483,9.1665381
45.4887799,9.1998189
45.4886832,9.1685206
45.4669843,9.1356957
45.4867054,9.2015779
45.479844,9.1720126
45.489923,9.1410237
45.4619722,9.2143033
45.4476449,9.1775725
45.476514,9.2161795
45.4598743,9.1659517
45.4525891,9.2102748
45.4546086,9.2201623
45.4887799,9.1998189
45.4647727,9.2303776
45.458113,9.1612489
45.4783962,9.1880289
45.481363,9.2050526
45.4748296,9.2144974
45.4830171,9.1817104
45.4778198,9.1987297
45.4835646,9.1702621
45.4684424,9.2131529
45.5027176,9.1613726
45.4485486,9.2051268
45.4626083,9.2091045
45.4809722,9.1926636
44.3071941,8.4872576
45.4731496,9.1587318
45.4905059,9.2300427
45.453167,9.1804659
45.4543697,9.2134936
45.4876315,9.1948814
45.4648496,9.206981
45.4670554,9.1547429
45.4813048,9.1689055
45.4810085,9.1719344
45.4852778,9.2163889
45.4604218,9.1546171
45.4794893,9.1948814
45.4500661,9.1754522
